sr_no;id_number; reference_number; sender_name; sender_address_line1;sender_address_line2;sender_address_line3; sender_contact; recipient_name; recipient_address_line1;recipient_address_line2;recipient_address_line3; recipient_contact;estimated_days; from_branch_id; to_branch_id; price;date_and_time;delivery_status;transporter;
52229;2003409;2020092092; Radha Chowdhury; H.No. 503; Borde Marg; Dibrugarh-719362; +91 7245594791; Fiyaz Edwin; 46/56; Dubey; Surat-998728; +91 7400360802;2;69;11;5357; 2020-09-11 05:37:10;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52230;2003410;2020091625; Dayita Natt; H.No. 531; Goswami Marg; Karimnagar 972753; +91 6094934433; Balendra Bhattacharyya; H.No. 774; Ghose Marg; Jodhpur-790683; +91 8598241881;2;115;92;6444; 2020-09-11 02:48:55;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52231;2003411;2020091940; Faqid Raval; 05/258; Dara Nagar; Siliguri-273652; +91 9608965117; Chandresh Parekh; H.No. 87; Jha; Dibrugarh-896204; +91 7978518963;2;143;142;5172; 2020-09-11 02:14:47;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52232;2003412;2020091833; Tristan Jain;650; Subramanian; Guna 715881; +91 6949867130; Balendra Malhotra;11; Patla Zila; Bhatpara-147873; +91 9623617176;2;91;89;2985; 2020-09-10 17:16:36;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52233;2003413;2020093508; Wakeeta Soman; 20/971; Chaudry Marg; Amaravati-958654; +91 9053587037; Urvashi Ganesh; H.No. 85; Nanda Street; Jehanabad-395278; +91 8624259251;2;50;117;733; 2020-09-10 10:39:44;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52234;2003414;2020090065; Dominic Sundaram; 95/74; Mutti Chowk; Panvel-353450; +91 9755695491; Hemal Buch; H.No. 05; Pandey; Tinsukia 416542; +91 9171627084;2;101;37;2479; 2020-09-10 06:55:16;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52235;2003415;2020091072; Manthan Gupta; H.No. 18; Datta; Patiala-995623; +91 7878660418; Ayushman Barad; 21/71; Nadkarni Path; Rewa 402222; +91 6570997311;1;69;140;3606; 2020-09-10 05:36:42;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52236;2003416;2020094544; Gopal Srinivasan; 88/74; Baral Path; Ballia 617169; +91 7991557933; Wakeeta Ramakrishnan;691; Borah Road; Moradabad-767819; +91 6980996182;1;64;47;4611; 2020-09-09 23:27:11;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52237;2003417;2020095046; Kabir Bawa; H.No. 202; Prashad Ganj; Katihar-389077; +91 7220110793; Hardik Sankaran; 51/719; Gupta Chowk; Tezpur 370106; +91 7111801657;2;2;72;1021; 2020-09-09 21:26:56;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52238;2003418;2020090485; Kashvi Shetty; H.No. 94; Lata Path; Latur 729638; +91 9932253205; Upasna Chacko; 15/75; Vyas Chowk; Burhanpur 270553; +91 6651662792;1;98;30;4548; 2020-09-09 08:16:16;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52239;2003419;2020090345; Joshua Choudhary; 85/72; Sen Nagar; Madhyamgram-307660; +91 8908648267; Akshay Krishna; 23/033; Hari Road; Dhanbad 626084; +91 6875168548;1;24;139;5993; 2020-09-09 00:00:37;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52240;2003420;2020095044; Divya Pal;293; Prakash Street; Panchkula-214304; +91 9229762058; Vrinda Vala; 83/08; Goda Street; Gorakhpur-083809; +91 7427313566;1;130;33;516; 2020-09-08 21:25:44;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52241;2003421;2020092022; Tejas Vaidya;42; Narayan Circle; Lucknow-880189; +91 7418031995; Gautam Andra;210; Kade Road; Nadiad-797586; +91 7276087187;1;3;92;4951; 2020-09-08 16:25:17;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52242;2003422;2020092606; Meghana Reddy; 11/76; Dhingra Zila; Suryapet-443618; +91 6327607473; David Krishna;18; Sarna Zila; Delhi 721983; +91 8620656733;2;116;101;2376; 2020-09-08 16:03:12;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52243;2003423;2020093300; Thomas Bhatia; H.No. 17; Shetty Chowk; Raipur 574702; +91 7265623760; Faris Mander;197; Choudhary Chowk; Nizamabad-704305; +91 7066018696;2;43;87;6135; 2020-09-08 01:44:06;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52244;2003424;2020090308; Bhavya Bala;101; Lalla Path; Amravati 559862; +91 8224247850; Tarak Seshadri; 83/918; Ghosh Chowk; Burhanpur-034435; +91 7345590105;1;132;38;6285; 2020-09-07 21:22:30;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52245;2003425;2020090737; Dalaja Sule;78; Nair; Alwar-613553; +91 9334204245; Tanay Palla; 08/55; Pau Nagar; Saharanpur 784836; +91 7423984304;2;132;86;3562; 2020-09-07 18:31:53;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52246;2003426;2020091461; Balvan Bhatti;695; Koshy Zila; Kavali-640040; +91 6001389248; Yashica Agrawal;57; Bora Nagar; Tadipatri-049444; +91 8409935489;1;98;87;1910; 2020-09-07 18:19:57;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52247;2003427;2020091813; Ranveer Ben; H.No. 611; Luthra Ganj; Kurnool 988234; +91 6288822281; Sathvik Chandra;28; Dutta Chowk; Kozhikode 764497; +91 6389975583;2;33;89;5253; 2020-09-07 15:42:51;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52248;2003428;2020092526; Irya Hans; H.No. 519; Brahmbhatt Street; Khora -300767; +91 8280483128; Viraj Anand; 16/308; Kumer Ganj; Bhimavaram 383889; +91 7685170113;2;53;39;5773; 2020-09-07 12:49:20;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52249;2003429;2020092259; Shaurya Dar; H.No. 58; Tiwari Path; Darbhanga 845014; +91 7706129575; Dalaja Thaker; H.No. 37; Kumer Ganj; Nagaon 113377; +91 9414960457;2;126;97;2451; 2020-09-07 02:33:47;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52250;2003430;2020094111; Lopa Jhaveri;75; Kunda Circle; Saharanpur 529962; +91 6173360879; Sanaya Barad; H.No. 806; Narain Circle; Gandhinagar 936714; +91 6373842404;2;101;41;1012; 2020-09-06 22:31:09;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52251;2003431;2020093246; Fiyaz Dutta; 59/63; Gulati; Avadi-194066; +91 7648208017; Baghyawati Mukhopadhyay; 46/422; Borde Path; Jamshedpur-953693; +91 8436862264;2;117;16;199; 2020-09-06 20:46:56;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52252;2003432;2020091600; Gaurangi Vig;635; Narula; Patna-374055; +91 6678363025; Manthan Khare; H.No. 932; Chanda Circle; Deoghar 421115; +91 8114833335;1;128;34;4306; 2020-09-06 13:18:51;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52253;2003433;2020090877; Vasana Varughese; H.No. 977; Naidu Ganj; Ongole 195211; +91 8638555222; Kashish Sane; 70/076; Natt Nagar; Ratlam 329587; +91 8927337989;2;56;10;2720; 2020-09-05 23:16:33;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52254;2003434;2020094850; Qarin Mishra; 18/96; Bora Chowk; Sambalpur 732826; +91 7761830933; Eta Sule;1; Agarwal Ganj; Berhampur 413990; +91 7091111481;1;140;130;4568; 2020-09-05 21:48:03;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52255;2003435;2020091639; Hitesh Bhasin; 21/011; Nagi Circle; Burhanpur-747445; +91 7811251228; Advay Sarkar;28; Dube Nagar; Rajpur Sonarpur-637040; +91 7897987427;2;37;57;3040; 2020-09-05 15:27:27;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52256;2003436;2020090659; Ishani Bath;84; Bakshi; Rourkela 955595; +91 7243183522; Siya Karpe; H.No. 405; Kant; Mau-540369; +91 6070216120;1;80;98;904; 2020-09-05 15:23:41;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52257;2003437;2020092231; Geetika Deshmukh; H.No. 18; Madan Road; Nandyal-377037; +91 6087619748; Frederick Kuruvilla; H.No. 71; Sura Circle; Nagpur 634542; +91 8072544325;1;135;37;4205; 2020-09-05 06:35:11;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52258;2003438;2020093923; Aryan Tella;62; Ganguly Path; Hapur 388806; +91 7633298238; Manan Pai; H.No. 49; Banik Ganj; Kamarhati-983592; +91 7832937132;2;62;147;4565; 2020-09-05 03:06:33;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52259;2003439;2020093274; Finn Jain;273; Bhattacharyya Chowk; Tiruchirappalli-900112; +91 6277742532; Patrick Borah;47; Subramanian Ganj; Hyderabad-851705; +91 7962079798;1;114;16;2591; 2020-09-05 00:55:51;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52260;2003440;2020093209; Lakshmi Lala;91; Bhatti Zila; Bhatpara-710316; +91 8348775352; Guneet Chand;4; Natt; Thanjavur 250688; +91 6758718584;1;53;2;3978; 2020-09-04 23:10:34;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52261;2003441;2020095054; Vaishnavi Arya; 76/48; Deo Path; Dindigul-276553; +91 8361931013; Lipika Tailor;3; Raj Street; Jhansi-295959; +91 7248652063;1;92;119;1379; 2020-09-04 21:51:19;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52262;2003442;2020090753; Krishna Baria;364; Sodhi Road; Barasat 576435; +91 9330706422; Yashodhara Hari;69; Sarma Circle; Morena 716277; +91 8748380965;2;32;39;2253; 2020-09-04 16:39:18;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52263;2003443;2020094026; Warda Dhar;123; Maharaj Marg; Patna 331036; +91 6217628413; Orinder Majumdar; H.No. 71; Iyengar Zila; Bally 270217; +91 7167423666;2;20;132;1572; 2020-09-04 08:00:57;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52264;2003444;2020093503; Alka Balasubramanian;823; Nayar Circle; Durg 186059; +91 8461222296; Tristan Dhar; 63/62; Kata Chowk; Jalandhar 367171; +91 6165012894;2;82;121;747; 2020-09-04 04:40:37;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52265;2003445;2020092831; Ekaraj Saxena;303; Narayanan Road; Mahbubnagar 989273; +91 9601449113; Omisha Mitter;84; Kala Ganj; Ambattur-737642; +91 6473887688;2;41;133;775; 2020-09-03 10:40:39;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52266;2003446;2020094365; Reva Dugal; 93/287; Bhatia Zila; Bhiwani 626128; +91 8139958876; Kevin Mohanty; 27/119; Balakrishnan Ganj; Dindigul 488204; +91 6647572803;1;146;84;1219; 2020-09-03 02:41:17;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52267;2003447;2020092691; Azaan Bhagat; H.No. 323; Krishnan Circle; Thoothukudi 059606; +91 7327732575; Rudra Samra; 03/98; Sha Street; Raebareli 748055; +91 6924134252;1;66;105;3578; 2020-09-02 16:11:10;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52268;2003448;2020094535; Viraj Ben;68; Saha Zila; Surat 229775; +91 9718276124; Yauvani Chauhan;235; Hegde Circle; Cuttack-708601; +91 6135327158;1;7;43;4678; 2020-09-02 09:31:27;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52269;2003449;2020093566; Odika Cheema; 56/09; Mohan Zila; Rajahmundry 172880; +91 7475947693; Atharv Karnik; H.No. 929; Sandhu Circle; Chandigarh 323766; +91 9366143435;2;129;61;495; 2020-09-02 07:18:33;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52270;2003450;2020092866; Aarush Nigam; H.No. 800; Deep Marg; Jamnagar 274645; +91 9044123744; Janya Pillai; H.No. 34; Ratta Nagar; Mathura 477715; +91 7710581262;1;60;121;6611; 2020-09-02 03:31:10;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52271;2003451;2020093066; Meghana Ganguly; 37/94; Thakur; Panipat 506213; +91 9536127912; Meera Sankar; 81/19; Nazareth Chowk; Gaya-456739; +91 7458919255;1;126;91;3025; 2020-09-02 03:14:26;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52272;2003452;2020094894; Naveen Dalal; H.No. 063; Nazareth Street; Kurnool 043540; +91 7823776156; Shravya Bhakta; H.No. 087; Subramanian Street; Davanagere 508545; +91 9997643446;1;4;130;2287; 2020-09-01 10:12:21;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52273;2003453;2020090151; Ucchal Keer; 54/12; Prasad Road; Srikakulam-872388; +91 9378896032; Ekapad Wason; H.No. 113; Tara; Jehanabad 624635; +91 6205538827;2;94;50;5122; 2020-09-01 06:53:53;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52274;2003454;2020081355; Jagdish Sarna; 64/01; Chandran Chowk; Medininagar-864273; +91 6983543402; Brinda Dave; 06/798; Basak Zila; Hajipur-999070; +91 7404957547;2;32;135;3673; 2020-08-31 23:30:21;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52275;2003455;2020084672; Kritika Lad; H.No. 198; Naik Road; Bharatpur 356348; +91 6658758430; Neel Bahl; 26/36; Mital Street; Hazaribagh 492586; +91 8872795586;1;123;41;3887; 2020-08-31 18:29:11;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52276;2003456;2020084954; Manbir Tripathi; 56/675; Karan Nagar; Imphal-950408; +91 8798278076; Nidhi Narain; H.No. 81; Bala Street; Bilaspur 784770; +91 9733869595;2;140;64;542; 2020-08-31 13:25:05;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52277;2003457;2020082313; Ryan Comar; 42/554; Prabhakar Street; Bhavnagar 698106; +91 7239718178; Nikita Ganesan;28; Sandhu Marg; Morena 263669; +91 9943907360;2;75;16;6008; 2020-08-31 07:36:24;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52278;2003458;2020081952; Balendra Mody;83; Saha Ganj; Srikakulam-015004; +91 7272939382; Zansi Handa;56; Comar Street; Panvel-580140; +91 7777206097;2;75;42;6507; 2020-08-30 08:57:16;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
52279;2003459;2020084653; Vedika Dutta; 56/81; Dugal Road; Parbhani 901027; +91 8581286685; Damyanti Mishra;71; Garg Road; Pune-249333; +91 8964706232;2;106;47;571; 2020-08-30 05:36:01;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52280;2003460;2020085190; Barkha Ratti; H.No. 11; Borde Path; Bhiwandi-055130; +91 9120761444; Samarth Tank; H.No. 63; Shetty Zila; Tiruvottiyur 707426; +91 7097544410;1;31;59;6740; 2020-08-30 04:40:47;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52281;2003461;2020085006; Xiti Chakraborty; H.No. 70; Mital Road; Kozhikode 379807; +91 7189781294; Nilima Handa; 75/951; Kannan; Latur-648754; +91 7493982155;2;146;100;3781; 2020-08-30 02:06:56;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52282;2003462;2020081641; Pratyush Varty; 94/17; Atwal Ganj; Sasaram 533487; +91 6392847910; Nitara Patel; 30/00; Nori Nagar; Dindigul 478613; +91 8906868567;2;72;99;2953; 2020-08-29 10:15:15;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52283;2003463;2020084764; Yochana Misra; H.No. 664; Dugar Nagar; Dehri-025030; +91 9093971933; Sachi Hans;433; Hora; Amritsar-479860; +91 6985949266;1;126;116;6162; 2020-08-29 09:06:30;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52284;2003464;2020084734; Simon Parmer;755; Nagi Marg; Amritsar 883778; +91 8341611362; Amara Das;53; Thaker Chowk; Sikar 637784; +91 6509973438;1;121;77;4016; 2020-08-29 08:27:49;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52285;2003465;2020083416; Kamala Ratti;475; Radhakrishnan Marg; Guna-888911; +91 7466506797; Urvi Pillay; 63/02; Sarma Path; Bidar-018311; +91 7443837406;2;122;110;2519; 2020-08-28 07:24:07;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52286;2003466;2020080217; Odika Dewan;98; Mani Ganj; Uluberia-275736; +91 9757075225; Yashvi Keer; H.No. 300; Seshadri; Nagaon 546700; +91 9110658391;1;9;96;3224; 2020-08-28 02:53:58;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52287;2003467;2020081555; Chatresh More;915; Prabhu Circle; Anantapuram-969040; +91 6030672978; Yoshita Wable;14; Savant Zila; Chandrapur-671435; +91 7603027785;2;100;136;6344; 2020-08-27 18:28:26;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52288;2003468;2020084781; Arya Chowdhury; 82/931; Saran Marg; Pondicherry 468230; +91 9923655307; Shivani Sehgal;45; Chana Path; Kishanganj-473003; +91 6567098546;2;142;72;706; 2020-08-27 15:22:45;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52289;2003469;2020080740; Patrick Dar; 53/30; Swamy Nagar; Giridih-979837; +91 9031338465; Bina Golla; H.No. 09; Reddy Ganj; Kochi-012817; +91 7155851264;2;64;13;1062; 2020-08-27 08:01:09;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52290;2003470;2020084180; Osha Char; H.No. 39; Wable Chowk; Begusarai-663614; +91 6463859755; Ayush Apte; 19/450; Prasad Road; Bikaner 931522; +91 6146256028;2;118;123;4052; 2020-08-27 07:27:14;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52291;2003471;2020080009; Oscar Sarna; 71/058; Agarwal Ganj; Chinsurah-535928; +91 6923189199; Aarna Patel; H.No. 36; Murthy Path; Sri Ganganagar 935147; +91 7292634970;2;27;29;6227; 2020-08-27 01:26:49;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52292;2003472;2020085404; Yasti Desai; 88/891; Sehgal Circle; Pallavaram 285025; +91 9646028856; Dalbir Walia; 32/063; Hayre Chowk; Chinsurah 210693; +91 8759075218;1;77;99;237; 2020-08-26 18:12:17;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52293;2003473;2020081457; David Swaminathan; H.No. 70; Butala Zila; Tiruvottiyur 631470; +91 8410716774; Qabil Sachar;132; Bail; Kota 274575; +91 9557439478;1;120;144;5237; 2020-08-26 06:13:09;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52294;2003474;2020080616; Owen Halder; 48/37; Gour Circle; Udupi-662139; +91 9123199224; Ronith Rau; 96/38; Choudhary Zila; Arrah-427747; +91 9508635722;2;107;59;4303; 2020-08-26 04:34:01;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52295;2003475;2020082180; Tejas Gala; 51/043; Sen Chowk; Panipat 838904; +91 6259582200; Nathaniel Muni; H.No. 084; Bhalla Marg; Amravati-996372; +91 7541328500;1;91;59;6958; 2020-08-26 00:50:31;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52296;2003476;2020084875; Kashvi Baria; H.No. 36; Palan Path; Darbhanga 276209; +91 8443501039; Jyoti Subramanian; H.No. 89; Rege Marg; Ramgarh 871828; +91 6743624729;1;101;87;6343; 2020-08-25 06:33:42;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52297;2003477;2020082901; Anirudh Sathe;493; Konda Circle; Dhanbad 039303; +91 8500443850; Wridesh Baria;427; Mohanty Circle; Kochi-419449; +91 6490370400;2;1;149;2076; 2020-08-25 01:04:57;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52298;2003478;2020084890; Ekaraj Datta;707; Sama Street; Miryalaguda-511189; +91 8342819784; Mahika Salvi; 22/56; Dhawan Chowk; Kharagpur-459013; +91 7680173502;2;139;82;1774; 2020-08-24 20:58:20;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52299;2003479;2020081228; Triya Bansal;407; Rajagopalan Circle; Bahraich-179778; +91 7439685873; Nitesh Sathe; H.No. 625; Saraf Street; Lucknow 075424; +91 8986978287;2;88;39;6569; 2020-08-24 14:23:30;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52300;2003480;2020082770; Balhaar Parekh;118; Upadhyay Street; Kanpur-194308; +91 9400692754; Eta Karan; 03/22; Ramanathan Nagar; Darbhanga-697435; +91 8667426168;1;79;119;6411; 2020-08-24 07:08:01;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52301;2003481;2020081610; Bina Kale; 62/24; Palla; Kulti 824692; +91 6223783039; Bhavna Raj;736; Dass Zila; Varanasi-936059; +91 6668993590;1;19;46;3731; 2020-08-23 15:25:35;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52302;2003482;2020084431; Kai Thakkar;46; Swamy Nagar; Dibrugarh 097680; +91 9226897357; Chasmum Sunder;440; Pai; Bihar Sharif-010416; +91 8851713943;1;130;22;3340; 2020-08-23 13:29:22;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52303;2003483;2020081760; Zehaan Mammen;0; Chaudhary; Surat-802417; +91 9136328236; Nicholas Balan; H.No. 055; Maharaj Nagar; Sasaram 242474; +91 8650219825;2;57;59;3431; 2020-08-23 08:17:24;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52304;2003484;2020082253; Aarini Shanker; 86/39; Nagi Path; Kozhikode-401762; +91 7298342764; Eiravati Purohit;24; Nair Marg; Imphal-497297; +91 7531680138;1;99;15;5093; 2020-08-23 06:37:57;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52305;2003485;2020080049; Sudiksha Kuruvilla; H.No. 783; Setty Road; Nanded 313345; +91 6508829748; Rushil Sibal; 41/811; Gola Ganj; Yamunanagar-482372; +91 8042952248;1;30;114;4717; 2020-08-23 05:41:10;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52306;2003486;2020085318; Ekaja Thaman; 03/24; Bedi Nagar; Dharmavaram 654764; +91 7639088591; Robert Buch; H.No. 026; Natarajan Road; Muzaffarnagar 525559; +91 8296229132;2;113;11;5024; 2020-08-23 03:59:05;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52307;2003487;2020083029; Deepa Rajan;71; Misra Road; Singrauli-962270; +91 7642230961; Harini Setty; H.No. 28; Thakur; Mahbubnagar 381757; +91 6631838085;2;79;87;3199; 2020-08-22 10:05:08;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52308;2003488;2020084619; Tarak Venkatesh;62; Sarin Path; Hapur-860532; +91 9538659696; Suhani Char; H.No. 00; Mand Nagar; Amroha-314205; +91 8489321570;2;16;4;2573; 2020-08-22 04:11:08;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52309;2003489;2020080701; Oni De; 37/16; Mitra Zila; Mumbai-223351; +91 7081057001; Pavani Nayak; H.No. 18; Bahri Zila; Sambhal 804744; +91 9184336451;1;73;91;4288; 2020-08-20 21:26:47;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52310;2003490;2020082178; Alka Manne; H.No. 163; Kurian Chowk; Jaunpur-430158; +91 7186128240; Dayamai Seshadri;7; Manne Zila; Cuttack-140593; +91 7760585830;1;96;20;6973; 2020-08-20 17:42:55;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52311;2003491;2020080131; Radhika Gaba; 05/43; Nagar Ganj; Sagar-586767; +91 9483046398; Anita Kanda; H.No. 82; Dubey Marg; Ramgarh 829559; +91 8466265771;1;102;70;2956; 2020-08-20 15:52:38;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52312;2003492;2020082365; Chasmum Muni; 10/941; Pillai Road; Phusro-417531; +91 6019533900; Upadhriti Bahri;32; Banerjee Circle; Bhubaneswar-661375; +91 8435429192;1;104;97;5648; 2020-08-20 14:51:11;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52313;2003493;2020083041; Priya Saxena; H.No. 34; Dash Road; Bharatpur-729195; +91 9846600525; Gayathri Kapoor; 34/635; Bumb Street; Burhanpur 574078; +91 8586027901;1;145;3;6650; 2020-08-20 06:54:02;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52314;2003494;2020083193; Jacob Goyal; H.No. 79; Nagy Road; Mira-Bhayandar 453045; +91 7682984217; Yatin Ray;902; Guha; Dhule 743475; +91 9894475451;2;129;143;6482; 2020-08-20 06:38:49;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52315;2003495;2020083899; Robert Hari; H.No. 37; Sen Chowk; Visakhapatnam 156827; +91 7704968029; Harrison Mallick; H.No. 378; Wali Circle; Deoghar-024130; +91 7313998884;2;131;71;5894; 2020-08-20 05:46:58;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52316;2003496;2020080270; Maanav Gulati; H.No. 40; Shenoy Zila; Alwar-629552; +91 8261546110; Yatin Subramaniam;740; Thakur; Ratlam-294452; +91 9695373232;1;40;17;2629; 2020-08-20 02:59:28;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52317;2003497;2020083630; Frederick Dara; 72/10; Ganesh Street; Jabalpur-896807; +91 8348606188; Oviya Shetty;464; Gill Nagar; Thanjavur-154076; +91 7396607259;2;120;76;3480; 2020-08-19 17:29:50;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52318;2003498;2020083233; Zashil Dhingra; 98/96; Pingle Chowk; Surendranagar Dudhrej-557586; +91 6155629264; Dalaja Prabhakar;167; Chhabra; Panihati-894862; +91 9046467605;1;133;100;1761; 2020-08-18 13:53:03;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52319;2003499;2020084200; Michael Manda; 82/512; Bandi; Bulandshahr 068561; +91 8117880242; Adweta Ahuja; H.No. 704; Reddy Zila; Tinsukia-816740; +91 7014883478;2;51;133;1582; 2020-08-18 10:15:49;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52320;2003500;2020082014; Xavier Dua; H.No. 038; Sanghvi; Vadodara-167231; +91 7295305965; Utkarsh Wason; H.No. 618; Jhaveri Chowk; Nandyal-624353; +91 8826586560;2;124;123;2296; 2020-08-18 08:04:54;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52321;2003501;2020083420; Ridhi Raju; H.No. 15; Sahota Path; Hajipur 333544; +91 8451375340; Abeer Hayre; 45/071; Mody Chowk; Narasaraopet-957765; +91 7306808353;2;134;123;2991; 2020-08-18 00:46:03;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
52322;2003502;2020081746; Zarna Dar; 97/06; Dugal Nagar; Unnao 788521; +91 8661752930; Krisha Kulkarni; H.No. 124; Chaudhuri Zila; Shimla-906931; +91 7058071979;1;80;40;228; 2020-08-17 20:03:07;delivered;Rapid Delivery & Cargo Solutions - Ahmedabad, Gujarat;
